Objekt-ID;Art;Geo Point;Bohr-ID;Kanton;Gemeinde bzw. Sektion;Klassifikation;Laufnummer;Laufnummer-Erweiterung;Vollständige Laufnummer;Schrägbohrung (0/1);Bohrjahr;Strasse;Hausummer;Bohransatz-Kote;Oberkante Fels-Kote;Oberkante Fels-Stratigraphie;Sohle-Kote;Kassierdatum einer Bohrung;Im hydrografischen Jahrbuch;ID: Zustand einer Messstelle;Text: Zustand der Bohrung;chemische Untersuchung (ja/nein);Chemische Analyse;Intervall der chemischen Analyse;Terrain-Kote;Geplant (0/1);Rohrdurchmesser;Z-Koordinate vom Top;Z-Koordinate von der Basis;Grundwasserdaten;Flurabstand;Grundwasserspiegel;Datum des Grundwasserstandes;Format des Datums;Datum des Grundwasserstandes;Geo Shape;X-Koordinate;Y-Koordinate;Bohrprofil-Dokument;Situationsplan-Dokument;Bild zur Bohrung
2937;geplante Bohrung;47.56970450889029,7.572607531795619;17609;BS;1;T;6474;;6474;0;;Entenweidstrasse;63;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.572607531795619, 47.56970450889029], ""type"": ""Point""}";2610082;1268786;;;
2940;geplante Bohrung;47.569802048277104,7.572800737038587;17610;BS;1;T;6475;;6475;0;;Entenweidstrasse;63;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.572800737038587, 47.569802048277104], ""type"": ""Point""}";2610097;1268797;;;
2943;geplante Bohrung;47.56970889038694,7.573098714636606;17611;BS;1;T;6476;;6476;0;;Entenweidstrasse;63;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.573098714636606, 47.56970889038694], ""type"": ""Point""}";2610119;1268787;;;
2946;geplante Bohrung;47.569704595481646,7.573079567265085;17612;BS;1;T;6477;;6477;0;;Entenweidstrasse;63;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.573079567265085, 47.569704595481646], ""type"": ""Point""}";2610118;1268786;;;
2949;geplante Bohrung;47.5690685380475,7.573411922648604;17613;BS;1;T;6478;;6478;0;;Entenweidstrasse;63;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.573411922648604, 47.5690685380475], ""type"": ""Point""}";2610143;1268716;;;
2955;geplante Bohrung;47.56835729730497,7.573584479763481;17615;BS;1;T;6480;;6480;0;;Entenweidstrasse;63;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.573584479763481, 47.56835729730497], ""type"": ""Point""}";2610156;1268637;;;
2973;geplante Bohrung;47.569619737461316,7.572651838292335;17621;BS;1;T;6486;;6486;0;;Entenweidstrasse;63;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.572651838292335, 47.569619737461316], ""type"": ""Point""}";2610086;1268777;;;
2994;geplante Bohrung;47.56047482157183,7.5840126535666945;17642;BS;1;T;6501;;6501;0;;Petersgraben;6;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.584012653566695, 47.56047482157183], ""type"": ""Point""}";2610942;1267761;;;
3033;Bohrungen verrohrt (kassiert);47.57232123573137,7.580284778253327;5814;BS;1;T;689;;689;0;1974;Fabrikstr.;40;256.38;236.88;Meletta-Schichten;235.78;;0;203;kassiert;0;;;256.38;0;;256.93;242.63;1;10.400000000000006;245.98;1974-07-25T00:00:00;dd.mm.yyyy;25.07.1974;"{""coordinates"": [7.580284778253327, 47.57232123573137], ""type"": ""Point""}";2610659;1269078;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_0689.pdf;;
3045;Bohrungen verrohrt (ø < 200mm);47.571997728502424,7.583074923397721;9075;BS;1;U;1492;;1492;0;1999;Rheinhafen St.Johann;;253.99;;;243.39;;0;101;messbar;0;;;253.99;0;51;253.99;243.99;1;7.510000000000019;246.48;1999-06-21T00:00:00;dd.mm.yyyy;21.06.1999;"{""coordinates"": [7.583074923397721, 47.571997728502424], ""type"": ""Point""}";2610869;1269043;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/Bohrprofil_1492.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1492.pdf;
3051;Bohrungen verrohrt (ø < 200mm);47.572348365687084,7.583168901294594;9077;BS;1;U;1494;;1494;0;1999;Rheinhafen St.Johann;;253.99;;;243.49;;0;101;messbar;0;;;253.99;0;50;253.99;243.99;1;7.5;246.49;1999-06-25T00:00:00;dd.mm.yyyy;25.06.1999;"{""coordinates"": [7.583168901294594, 47.572348365687084], ""type"": ""Point""}";2610876;1269082;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/Bohrprofil_1494.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1494.pdf;
3060;Bohrungen verrohrt (ø < 200mm);47.56911272524452,7.577754789967944;9335;BS;1;U;1509;;1509;0;2001;Murbacherstr.;27;252.59;;;241.09;;0;;-;0;;;252.59;0;115;252.36;241.19;1;6.0;246.59;2001-06-18T00:00:00;dd.mm.yyyy;18.06.2001;"{""coordinates"": [7.577754789967944, 47.56911272524452], ""type"": ""Point""}";2610470;1268721;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1509.pdf;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1509_2003_01.jpg
3063;Bohrungen verrohrt (ø < 200mm);47.56920491029334,7.577755030017595;9341;BS;1;U;1511;;1511;0;2001;Murbacherstr.;27;252.56;;;241.06;;0;;-;0;;;252.56;0;115;252.25;241.06;1;6.099999999999994;246.46;2001-06-18T00:00:00;dd.mm.yyyy;18.06.2001;"{""coordinates"": [7.577755030017595, 47.56920491029334], ""type"": ""Point""}";2610470;1268731;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1511.pdf;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1511_2003_01.jpg
3069;Bohrungen verrohrt (ø < 200mm);47.56931074821206,7.577619091489219;9343;BS;1;U;1513;;1513;0;2001;Murbacherstr.;27;252.59;;;237.09;;0;;-;0;;;252.59;0;115;252.45;237.09;1;7.200000000000017;245.39;2001-12-11T00:00:00;dd.mm.yyyy;11.12.2001;"{""coordinates"": [7.577619091489219, 47.56931074821206], ""type"": ""Point""}";2610459;1268743;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1513.pdf;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1513_2003_01.jpg
3075;Bohrungen verrohrt (ø < 200mm);47.57421232189594,7.576620177760442;9371;BS;1;U;1546;;1546;0;2002;Hüningerstrasse;;257.86;236.11;Meletta-Schichten;234.26;;0;101;messbar;0;;;257.86;0;114;257.86;234.86;1;12.310000000000002;245.55;2002-04-11T00:00:00;dd.mm.yyyy;11.04.2002;"{""coordinates"": [7.576620177760442, 47.57421232189594], ""type"": ""Point""}";2610383;1269288;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1546.pdf;;
3132;Bohrungen verrohrt (ø < 200mm);47.57579133814574,7.580668914708313;9733;BS;1;U;1639;;1639;0;2005;;;256.14;238.99;Meletta-Schichten;238.14;;0;;-;0;;;256.04;0;110;255.84;238.04;1;11.56000000000003;244.48;;;;"{""coordinates"": [7.580668914708313, 47.57579133814574], ""type"": ""Point""}";2610688;1269464;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1639.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1639.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1639_2005_01.jpg
3138;Bohrungen verrohrt (kassiert);47.57512166524386,7.583016254584821;9735;BS;1;U;1641;;1641;0;2005;;;255.54;;;243.54;;0;203;kassiert;0;;;255.54;0;;;;0;;;;;;"{""coordinates"": [7.583016254584821, 47.57512166524386], ""type"": ""Point""}";2610864;1269390;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1641.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1641.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1641_2005_01.jpg
3141;Bohrungen verrohrt (ø < 200mm);47.574271048641386,7.583157358718927;9736;BS;1;U;1642;;1642;0;2005;;;255.58;239.38;Meletta-Schichten;238.18;;0;101;messbar;0;;;255.48;0;110;255.28;238.18;1;10.899999999999977;244.58;;;;"{""coordinates"": [7.583157358718927, 47.574271048641386], ""type"": ""Point""}";2610875;1269295;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1642.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1642.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1642_2005_01.jpg
3153;Sondierbohrung;47.57217728854119,7.5833279171651204;9740;BS;1;U;1646;;1646;0;2005;;;255.7;;;243.7;;0;;-;0;;;255.7;0;;;;0;;;;;;"{""coordinates"": [7.58332791716512, 47.57217728854119], ""type"": ""Point""}";2610888;1269063;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1646.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1646.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1646_2005_01.jpg
3156;Bohrungen verrohrt (kassiert);47.57194663521598,7.583372477758265;9741;BS;1;U;1647;;1647;0;2005;;;255.78;237.48;Meletta-Schichten;236.38;;0;203;kassiert;0;;;255.68;0;110;255.48;236.38;1;11.200000000000017;244.48;;;;"{""coordinates"": [7.583372477758265, 47.57194663521598], ""type"": ""Point""}";2610892;1269037;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1647.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1647.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1647_2005_01.jpg
3168;Bohrungen verrohrt (kassiert);47.57479462995357,7.582162382403472;9497;BS;1;U;1761;;1761;0;2001;Hüningerstr.;;255.9;234.85;Meletta-Schichten;234.3;2011-10-17;0;203;kassiert;0;;;255.9;0;114;255.9;234.3;0;;;;;;"{""coordinates"": [7.582162382403472, 47.57479462995357], ""type"": ""Point""}";2610800;1269353;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1761.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1761.pdf;
3171;Bohrungen verrohrt (kassiert);47.57484149866285,7.582299002513781;9501;BS;1;U;1763;;1763;0;2001;Hüningerstr.;;255.9;235;Meletta-Schichten;234.4;2011-10-17;0;203;kassiert;0;;;255.9;0;114;255.9;234.4;0;;;;;;"{""coordinates"": [7.582299002513781, 47.57484149866285], ""type"": ""Point""}";2610811;1269359;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1763.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1763.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1763_2004_01.jpg
3180;Bohrungen verrohrt (kassiert);47.57475359943476,7.582031891861448;9503;BS;1;U;1800;;1800;0;2001;Hüningerstr.;;255.97;234.17;Meletta-Schichten;233.87;2011-10-17;0;203;kassiert;0;;;255.97;0;114;255.97;234.12;0;;;;;;"{""coordinates"": [7.582031891861448, 47.57475359943476], ""type"": ""Point""}";2610790;1269349;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1800.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1800.pdf;
3195;Sondierbohrung;47.570317079663184,7.582126828340618;9650;BS;1;U;1837;;1837;1;2004;Mülhauserstrasse;;256.4;;;248.69;;0;;-;0;;;256.4;0;;;;0;;;;;;"{""coordinates"": [7.582126828340618, 47.570317079663184], ""type"": ""Point""}";2610798;1268856;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1837.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1837.pdf;
3198;Sondierbohrung;47.57020016209864,7.582126514247288;9651;BS;1;U;1838;;1838;1;2004;Mülhauserstrasse;;255.9;;;248.19;;0;;-;0;;;255.9;0;;;;0;;;;;;"{""coordinates"": [7.582126514247288, 47.57020016209864], ""type"": ""Point""}";2610798;1268843;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1838.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1838.pdf;
3204;Bohrungen verrohrt (kassiert);47.5763424224962,7.579372652265363;9721;BS;1;U;1942;;1942;0;2004;Schiffmühlestr.;;256.2;238.7;Meletta-Schichten;235;2014-07-02;0;203;kassiert;0;;;256.2;0;114;256.2;235.2;1;11.299999999999983;244.9;2004-11-29T00:00:00;dd.mm.yyyy;29.11.2004;"{""coordinates"": [7.579372652265363, 47.5763424224962], ""type"": ""Point""}";2610590;1269525;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1942.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1942.pdf;
3207;Bohrungen verrohrt (ø < 200mm);47.57648032846895,7.579419799877976;9722;BS;1;U;1943;;1943;0;2004;Schiffmühlestr.;;256.82;235.62;Meletta-Schichten;234.42;;0;;-;0;;;256.82;0;114;256.82;234.82;1;12.0;244.82;2004-12-09T00:00:00;dd.mm.yyyy;09.12.2004;"{""coordinates"": [7.579419799877976, 47.57648032846895], ""type"": ""Point""}";2610594;1269540;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1943.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1943.pdf;
3210;Bohrungen verrohrt (ø < 200mm);47.57662098874367,7.579494866130017;9723;BS;1;U;1944;;1944;0;2004;Schiffmühlestr.;;255.55;235.4;Meletta-Schichten;234.35;;0;101;messbar;0;;;255.55;0;114;255.55;234.55;1;11.300000000000011;244.25;2004-11-29T00:00:00;dd.mm.yyyy;29.11.2004;"{""coordinates"": [7.579494866130017, 47.57662098874367], ""type"": ""Point""}";2610599;1269556;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1944.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1944.pdf;
3213;Bohrungen verrohrt (ø < 200mm);47.57545403043425,7.573195973718494;9760;BS;1;U;1961;;1961;0;2006;Elsässerstr.;233;259.07;237.87;Meletta-Schichten;236.57;;0;;-;0;;;259.07;0;114;258.95;236.57;1;13.430000000000007;245.64;2006-05-03T00:00:00;dd.mm.yyyy;03.05.2006;"{""coordinates"": [7.573195973718494, 47.57545403043425], ""type"": ""Point""}";2610125;1269426;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1961.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1961.pdf;
3216;Bohrungen verrohrt (ø < 200mm);47.57630978567735,7.5719354900169975;9762;BS;1;U;1962;;1962;0;2006;Schlachthofstr.;27;259.21;235.71;Meletta-Schichten;235.21;;0;101;messbar;0;;;259.21;0;114;259.05;235.21;1;13.499999999999972;245.71;2006-05-03T00:00:00;dd.mm.yyyy;03.05.2006;"{""coordinates"": [7.571935490016998, 47.57630978567735], ""type"": ""Point""}";2610030;1269521;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1962.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1962.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_1962_2014_01.jpg
3219;Bohrungen verrohrt (ø < 200mm);47.57622053090926,7.571337176287123;9763;BS;1;U;1963;;1963;0;2006;Schlachthofstr.;26;259.3;237.9;Meletta-Schichten;237.8;;0;;-;0;;;259.3;0;114;259.24;237.8;1;13.54000000000002;245.76;2006-05-03T00:00:00;dd.mm.yyyy;03.05.2006;"{""coordinates"": [7.571337176287123, 47.57622053090926], ""type"": ""Point""}";2609985;1269511;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1963.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1963.pdf;
3234;Bohrungen verrohrt (ø < 200mm);47.57230070207185,7.582439022031249;9357;BS;1;U;3776;;3776;0;2001;;;255.71;236.86;Meletta-Schichten;235.21;;0;101;messbar;0;;;255.71;0;114;255.26;235.26;1;10.689999999999998;245.02;2001-09-21T00:00:00;dd.mm.yyyy;21.09.2001;"{""coordinates"": [7.582439022031249, 47.57230070207185], ""type"": ""Point""}";2610822;1269076;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3776.pdf;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_3776_2004_01.jpg
3237;Bohrungen verrohrt (kassiert);47.5725725762319,7.582734393386281;9356;BS;1;U;3777;;3777;0;2001;;;256.53;238.68;Meletta-Schichten;236.53;2004-09-07;0;203;kassiert;0;;;256.53;0;114;256.13;236.13;1;11.319999999999965;245.21;2001-09-18T00:00:00;dd.mm.yyyy;18.09.2001;"{""coordinates"": [7.582734393386281, 47.5725725762319], ""type"": ""Point""}";2610844;1269106;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3777.pdf;;
3243;Sondierbohrung;47.57436992854609,7.581446081862767;10123;BS;1;U;3793;;3793;0;2007;;;256;;;236.5;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581446081862767, 47.57436992854609], ""type"": ""Point""}";2610746;1269306;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3793.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_3793.pdf;
3267;Sondierbohrung;47.574299245313966,7.581146193576823;10131;BS;1;U;3878;;3878;0;2007;;;256;237.2;Meletta-Schichten;236;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581146193576823, 47.574299245313966], ""type"": ""Point""}";2610724;1269298;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_3878.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_3878.pdf;
3273;Sondierbohrung;47.57394950713045,7.582880979709628;10865;BS;1;U;4023;;4023;0;2009;;;256;;;244;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.582880979709628, 47.57394950713045], ""type"": ""Point""}";2610854;1269260;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4023.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4023.pdf;
3279;Bohrungen verrohrt (ø < 200mm);47.576006454345375,7.57979003045131;10867;BS;1;U;4025;;4025;0;2009;;;256.06;238.06;Meletta-Schichten;236.86;2014-07-02;0;101;messbar;0;;;0.0;0;114;255.85;237.06;0;;;;;;"{""coordinates"": [7.57979003045131, 47.576006454345375], ""type"": ""Point""}";2610622;1269488;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4025.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4025.pdf;
3282;Sondierbohrung;47.574634936976715,7.581327840316456;13385;BS;1;U;4404;;4404;0;2012;Novartis, WSJ-68 und Vorplatz;;256;;;242;;0;;-;0;;;0.0;0;;;;1;;244.6;2012-09-11T00:00:00;dd.mm.yyyy hh:nn;11.09.2012 00:00;"{""coordinates"": [7.581327840316456, 47.574634936976715], ""type"": ""Point""}";2610737;1269336;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4404.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4404.pdf;
3297;Bohrungen verrohrt (ø < 200mm);47.57565116501993,7.57900280944446;14917;BS;1;U;4516;;4516;0;2016;Hüningerstrasse;;255.9;238.6;Meletta-Schichten;237.4;;0;;-;0;;;0.0;0;114;255.9;237.4;1;;245.31;2016-08-16T00:00:00;dd.mm.yyyy;16.08.2016;"{""coordinates"": [7.57900280944446, 47.57565116501993], ""type"": ""Point""}";2610562;1269448;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4516.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4516.pdf;
3303;Sondierbohrung;47.57390373344053,7.576099994485578;12498;BS;1;U;4528;;4528;0;2012;Elsässerstr.;;257.7;;;242.7;;0;;-;0;;;0.0;0;;;;1;;245.6;2012-05-21T00:00:00;dd.mm.yyyy;21.05.2012;"{""coordinates"": [7.576099994485578, 47.57390373344053], ""type"": ""Point""}";2610344;1269254;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4528.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4528.pdf;
3318;Bohrungen verrohrt (ø < 200mm);47.575370160336774,7.5792620371387605;13408;BS;1;U;4853;;4853;0;2014;Hüningerstr.;;255.97;235.37;Meletta-Schichten;233.17;;0;;-;0;;;0.0;0;114;255.68;234.97;1;;245.07;2014-12-18T00:00:00;dd.mm.yyyy;18.12.2014;"{""coordinates"": [7.57926203713876, 47.575370160336774], ""type"": ""Point""}";2610582;1269417;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4853.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4853.pdf;
3324;Sondierbohrung;47.576323458139164,7.5795114926277884;13410;BS;1;U;4855;;4855;0;2014;Hüningerstr.;;257.05;;;244.05;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.579511492627788, 47.576323458139164], ""type"": ""Point""}";2610600;1269523;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4855.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4855.pdf;
3330;Sondierbohrung;47.57595398637801,7.579372293343267;13412;BS;1;U;4857;;4857;0;2014;Hüningerstr.;;252.18;;;244.18;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.579372293343267, 47.57595398637801], ""type"": ""Point""}";2610590;1269482;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4857.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4857.pdf;
3342;Bohrungen verrohrt (ø < 200mm);47.57492974704142,7.581623679088132;14062;BS;1;U;5227;;5227;0;2014;Novartis Campus;;256.1;237.5;Meletta-Schichten;236.1;;0;;-;0;;;0.0;0;152;256.1;236.1;1;;245.5;2014-11-18T00:00:00;dd.mm.yyyy;18.11.2014;"{""coordinates"": [7.581623679088132, 47.57492974704142], ""type"": ""Point""}";2610760;1269368;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5227.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5227.pdf;
3345;Bohrungen verrohrt (ø < 200mm);47.574687890437836,7.581857210757929;14063;BS;1;U;5228;;5228;0;2014;Novartis Campus;;255.78;234.28;Meletta-Schichten;232.98;;0;;-;0;;;0.0;0;152;255.78;232.98;1;;244.58;2014-11-23T00:00:00;dd.mm.yyyy;23.11.2014;"{""coordinates"": [7.581857210757929, 47.574687890437836], ""type"": ""Point""}";2610777;1269342;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5228.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5228.pdf;
3348;Bohrungen verrohrt (ø < 200mm);47.57561731457835,7.580517867577935;14263;BS;1;U;5296;;5296;0;2015;Fabrikstrasse;2;256.03;237.23;Meletta-Schichten;236.03;;0;;-;0;;;0.0;0;114;255.84;236.03;1;;245.53;2015-05-05T00:00:00;dd.mm.yyyy;05.05.2015;"{""coordinates"": [7.580517867577935, 47.57561731457835], ""type"": ""Point""}";2610676;1269445;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5296.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5296.pdf;
3351;Bohrungen verrohrt (ø < 200mm);47.57625295283464,7.580841462275855;14264;BS;1;U;5297;;5297;0;2015;Fabrikstrasse;2;256.51;237.21;Meletta-Schichten;235.51;;0;;-;0;;;0.0;0;114;256.51;235.51;1;;245.46;2015-05-08T00:00:00;dd.mm.yyyy;08.05.2015;"{""coordinates"": [7.580841462275855, 47.57625295283464], ""type"": ""Point""}";2610701;1269515;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5297.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5297.pdf;
3360;Sondierbohrung;47.57489532920712,7.580938988987789;14269;BS;1;U;5302;;5302;1;2015;Fabrikstrasse;2;251.56;238.55;Meletta-Schichten;237.77;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.580938988987789, 47.57489532920712], ""type"": ""Point""}";2610708;1269364;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5302.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5302.pdf;
3363;Sondierbohrung;47.57589485802679,7.580666664736656;14974;BS;1;U;5506;;5506;0;2016;Hüningerstrasse;;248.03;238.93;Meletta-Schichten;238.53;;0;;-;0;;;0.0;0;;;;1;;245.73;2016-10-06T00:00:00;dd.mm.yyyy;06.10.2016;"{""coordinates"": [7.580666664736656, 47.57589485802679], ""type"": ""Point""}";2610687;1269476;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5506.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5506.pdf;
3369;Bohrungen verrohrt (ø < 200mm);47.57604229270854,7.581085852136069;14976;BS;1;U;5508;;5508;0;2016;Hüningerstrasse;;246.21;235.71;Meletta-Schichten;235.21;;0;;-;0;;;0.0;0;114;245.81;235.21;1;;244.61;2016-10-03T00:00:00;dd.mm.yyyy;03.10.2016;"{""coordinates"": [7.581085852136069, 47.57604229270854], ""type"": ""Point""}";2610719;1269492;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5508.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5508.pdf;
3372;Sondierbohrung;47.57607398477348,7.581278521496302;14977;BS;1;U;5509;;5509;0;2016;Hüningerstrasse;;245.49;234.99;Meletta-Schichten;234.49;;0;;-;0;;;0.0;0;;;;1;;244.89;2016-10-04T00:00:00;dd.mm.yyyy;04.10.2016;"{""coordinates"": [7.581278521496302, 47.57607398477348], ""type"": ""Point""}";2610733;1269496;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_5509.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_5509.pdf;
3387;Bohrungen verrohrt (ø < 200mm);47.57171910464457,7.582054311537725;10375;BS;1;U;861;;861;0;2008;Hafen St. Johann;;255.65;236.75;Meletta-Schichten;234.65;;0;;-;0;;;0.0;0;114;;;1;;245.45;2008-06-26T00:00:00;dd.mm.yyyy;26.06.2008;"{""coordinates"": [7.582054311537725, 47.57171910464457], ""type"": ""Point""}";2610793;1269011;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_0861.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_0861.pdf;
